Game,TimeMs,Moves,Nodes,Visit,MaxDepth,BTrack,Uber,Fnd=>Tabl,Mega,Split,Abut,Neut,Order,InsertUnder,BurFndRdy,FCSeq,ColClr,MaxLkAhd,GenPurpose,Extender,Stat
847,3.4651,110,514,176,110,66,0,0,0,3,8,0,5,1,7,4,0,4,0,13,OK
848,4.5102,120,476,120,120,0,0,0,0,5,0,1,1,0,20,0,0,7,0,6,OK
849,39.5854,253,2475,1652,407,1399,0,6,0,0,320,6,2,0,0,101,0,4,0,0,OK
850,55.1167,166,3637,3293,166,3127,0,5,0,1,31,12,1,0,6,135,0,4,0,151,OK
851,2.5345,136,390,141,136,5,0,3,0,7,6,0,0,1,8,1,0,2,0,9,OK
852,2.1184,107,354,107,107,0,0,0,0,2,8,0,0,1,9,0,0,4,0,27,OK
853,3.6056,126,476,228,126,102,0,0,0,4,5,2,1,3,2,5,0,6,0,6,OK
854,52.6935,127,3554,3116,127,2989,0,0,0,1,453,2,2,0,17,2,0,3,0,113,OK
855,3.231,94,375,94,94,0,0,0,0,1,1,0,2,1,12,1,0,4,0,45,OK
856,1.8502,117,282,117,117,0,0,0,0,5,2,1,2,0,11,0,0,3,0,4,OK
857,4.2023,132,502,238,132,106,0,3,0,8,15,1,1,0,2,1,0,2,0,20,OK
858,4.9667,124,609,327,124,203,0,0,0,2,8,2,1,2,5,7,0,6,0,7,OK
859,3.8875,110,436,179,110,69,0,0,0,3,6,1,1,2,2,0,0,3,0,0,OK
860,31.3572,131,1837,1585,131,1454,0,28,0,5,3,1,1,0,4,3,0,2,0,4,OK
861,5.5408,120,492,193,120,73,0,0,0,3,12,2,1,0,16,2,0,3,0,1,OK
862,1.9575,108,342,108,108,0,0,0,0,0,2,0,4,6,12,5,0,8,0,5,OK
863,4.8098,118,604,277,118,159,0,0,0,7,7,0,1,2,13,4,0,6,0,9,OK
864,3.3467,104,424,104,104,0,0,0,0,0,6,0,2,0,8,5,0,2,0,28,OK
865,1.9257,119,301,125,119,6,0,0,0,5,1,3,2,1,1,2,0,6,0,0,OK
866,3.6031,115,445,115,115,0,0,0,0,5,3,0,2,0,6,18,0,2,0,12,OK
867,1.9457,109,310,111,109,2,0,0,0,1,5,3,1,0,2,1,0,2,0,43,OK
868,173.8451,214,9609,8983,325,8769,0,285,3,0,101,9,1,0,9,579,0,2,0,140,OK
869,5.4464,141,645,318,141,177,0,0,0,1,5,2,1,0,11,4,0,2,0,20,OK
870,2.5262,101,347,101,101,0,0,0,0,5,5,1,3,0,12,2,0,4,0,18,OK
871,4.6272,129,520,253,129,124,0,3,0,3,20,2,0,0,4,1,0,2,0,4,OK
872,2.6422,135,450,139,135,4,0,0,0,0,0,4,0,6,8,10,0,6,0,3,OK
873,2.2719,102,316,102,102,0,0,0,0,1,1,0,1,1,6,0,0,3,0,11,OK
874,5.4765,116,598,304,116,188,0,0,0,1,1,1,1,2,8,0,0,2,0,22,OK
875,3.4896,129,447,171,129,42,0,0,0,5,14,4,5,0,6,3,0,8,0,3,OK
876,1.8234,95,252,95,95,0,0,0,0,0,1,0,2,0,7,0,0,3,0,11,OK
877,18.8214,114,1417,1105,114,991,0,0,0,1,1,5,0,0,10,43,0,2,0,25,OK
878,4.0741,129,498,225,129,96,0,5,0,4,17,3,1,1,4,2,0,6,0,28,OK
879,2.388,106,396,120,106,14,0,0,0,3,2,1,1,0,4,2,0,2,0,28,OK
880,2.8467,124,400,124,124,0,0,0,0,3,8,2,1,3,9,0,0,4,0,14,OK
881,2.6795,109,353,109,109,0,0,0,0,3,2,2,4,0,1,2,0,2,0,30,OK
882,23.2259,113,1906,1644,113,1531,0,17,0,5,92,12,0,0,9,18,0,2,0,22,OK
883,3.4264,96,437,96,96,0,0,0,0,0,0,1,4,0,9,0,0,3,0,13,OK
884,3.1975,119,375,119,119,0,0,0,0,2,0,3,2,1,0,2,0,10,0,8,OK
885,2.6862,123,415,123,123,0,0,1,0,7,6,1,0,0,3,0,0,2,0,2,OK
886,2.1523,125,371,128,125,3,0,0,0,3,5,2,3,2,1,1,0,4,0,22,OK
887,21.604,122,1553,1242,122,1120,0,28,0,7,19,5,3,1,8,33,0,4,0,61,OK
888,49.3708,136,3292,2992,188,2856,0,68,0,3,46,6,1,0,0,1,0,8,0,33,OK
889,2.3469,95,354,115,95,20,0,0,0,1,4,0,0,0,4,0,0,2,0,91,OK
890,392.9107,183,22223,21857,522,21674,0,180,3,6,747,12,1,19,25,1704,0,4,0,315,OK
891,8.3384,107,687,403,107,296,0,0,0,6,4,3,2,0,8,14,0,3,0,32,OK
892,3.9669,117,443,117,117,0,0,0,0,4,4,0,3,0,16,1,0,5,0,3,OK
893,2.7594,110,383,120,110,10,0,0,0,6,2,0,0,1,3,0,0,4,0,13,OK
894,14.6539,126,1083,778,126,652,0,4,0,4,19,24,0,0,14,74,0,2,0,0,OK
895,2.4522,106,347,106,106,0,0,3,0,1,3,0,0,2,6,0,0,2,0,23,OK
896,4.8484,121,571,283,121,162,0,0,0,2,5,2,1,0,13,0,0,2,0,32,OK
897,4.2382,121,516,207,121,86,0,8,0,6,9,0,3,0,4,3,0,4,0,0,OK
898,2.5981,110,393,110,110,0,0,0,0,2,4,0,0,1,12,0,0,4,0,24,OK
899,3.6939,110,396,128,110,18,0,0,0,6,8,0,2,0,3,1,0,6,0,40,OK
900,162.2313,224,9141,8560,384,8336,0,103,0,18,84,12,0,0,3,469,0,2,0,242,OK
901,2.6068,122,336,156,122,34,0,0,0,9,10,1,0,2,4,2,0,4,0,2,OK
902,6.2344,152,658,259,152,107,0,0,0,5,10,1,3,0,3,5,0,6,0,23,OK
903,2.7271,116,433,116,116,0,0,2,0,1,18,2,1,1,4,0,0,4,0,48,OK
904,2.7129,111,408,113,111,2,0,0,0,0,11,3,0,0,18,2,0,2,0,2,OK
905,14.2164,126,1329,1009,126,883,0,27,0,4,10,1,0,1,7,1,0,6,0,7,OK
906,4.3001,104,492,104,104,0,0,0,0,2,4,0,1,0,9,1,0,4,0,37,OK
907,6.4969,130,497,208,130,78,0,1,0,6,3,2,1,5,3,0,0,4,0,13,OK
908,13.0935,153,1003,640,153,487,0,4,0,7,2,3,1,0,10,5,0,2,0,10,OK
909,3.0582,139,474,178,139,39,0,3,0,4,8,2,1,1,6,2,0,10,0,8,OK
910,2.0804,134,414,136,134,2,0,2,0,5,21,2,0,1,5,1,0,2,0,7,OK
911,3.2737,125,402,125,125,0,0,0,0,7,7,2,4,2,5,0,0,4,0,0,OK
912,7.552,135,842,580,135,445,0,0,0,4,21,3,2,0,3,1,0,3,0,4,OK
913,5.9231,167,711,194,167,27,0,5,0,0,12,2,1,1,1,2,0,4,0,10,OK
914,2.4285,119,365,119,119,0,0,0,0,3,11,0,2,2,3,1,0,4,0,1,OK
915,140.3861,170,7827,7405,170,7235,0,245,0,5,178,47,1,0,2,228,0,3,0,114,OK
916,2.2059,106,312,106,106,0,0,1,0,2,3,0,0,0,2,0,0,2,0,1,OK
917,14.6997,153,1355,1043,153,890,0,0,0,4,25,2,0,0,4,26,0,2,0,13,OK
918,4.7586,126,487,126,126,0,0,0,0,1,6,1,0,5,14,5,0,8,0,3,OK
919,2.8246,96,393,96,96,0,0,0,0,1,2,0,1,0,27,0,0,2,0,0,OK
920,2.687,114,449,114,114,0,0,0,0,6,13,1,2,0,11,2,0,2,0,8,OK
921,1.826,104,285,119,104,15,0,0,0,1,2,4,3,0,3,1,0,4,0,7,OK
922,2.5611,104,385,136,104,32,0,0,0,3,3,1,0,0,8,3,0,2,0,69,OK
923,4.9989,116,477,225,116,109,0,5,0,2,0,2,0,0,5,6,0,2,0,11,OK
924,2.3909,108,387,108,108,0,0,0,0,6,3,0,1,2,9,0,0,6,0,34,OK
925,119.898,226,6973,6401,424,6175,0,76,0,1,283,14,0,0,14,293,0,2,0,816,OK
926,2.8795,113,448,117,113,4,0,1,0,1,8,0,1,1,3,2,0,4,0,38,OK
927,34.236,226,1837,1098,226,872,0,21,0,4,56,3,2,1,9,6,0,2,0,1,OK
928,2.1144,108,369,108,108,0,0,0,0,12,7,2,1,0,8,0,0,2,0,6,OK
929,2.9099,105,401,105,105,0,0,0,0,1,1,2,2,0,26,0,0,2,0,5,OK
930,3.7135,122,441,122,122,0,0,0,0,6,5,1,2,1,11,2,0,4,0,11,OK
931,1.8629,112,352,113,112,1,0,0,0,13,4,2,1,1,8,2,0,2,0,11,OK
932,1038.2979,170,56841,54394,765,53474,1,1507,0,26,249,271,5,7,3,3530,0,4,0,2234,OK
933,2.7127,104,374,104,104,0,0,0,0,3,3,1,2,0,2,0,0,2,0,1,OK
934,5.1196,144,526,180,144,36,0,2,0,4,1,1,1,5,5,4,0,10,0,3,OK
935,7.353,97,819,549,97,452,0,8,0,0,7,1,1,0,8,9,0,2,0,106,OK
936,33.1913,343,2453,1246,358,903,0,7,0,1,309,5,0,0,5,45,0,2,0,17,OK
937,91.1896,200,3875,3411,200,3211,0,54,0,4,28,5,0,1,2,197,0,2,0,10,OK
938,2.8011,116,380,116,116,0,0,0,0,8,13,1,1,0,11,0,0,2,0,8,OK
939,3.713,141,509,261,141,120,0,17,0,2,1,4,1,0,1,0,0,2,0,6,OK
940,23.6135,173,1764,1385,173,1212,0,1,0,2,46,10,0,0,1,53,0,2,0,2,OK
941,63.5265,111,3345,3131,226,3020,0,16,1,3,74,5,0,13,2,531,0,4,0,136,OK
942,4.6463,118,503,278,118,160,0,9,0,6,2,0,0,0,4,0,0,2,0,23,OK
943,15.1197,114,965,690,114,576,0,18,0,6,27,3,2,0,1,37,0,2,0,35,OK
944,5.797,150,616,242,150,92,0,7,0,2,24,0,1,0,1,0,0,2,0,16,OK
945,2.3883,121,383,133,121,12,0,3,0,3,7,4,0,0,9,0,0,2,0,4,OK
946,1.8264,108,308,108,108,0,0,0,0,4,1,0,4,0,1,1,0,3,0,1,OK
947,2.225,103,348,103,103,0,0,0,0,0,1,0,1,6,6,3,0,6,0,12,OK
948,2.6642,101,427,101,101,0,0,0,0,0,0,3,2,1,21,2,0,4,0,25,OK
949,7.8619,131,774,441,131,310,0,0,0,6,7,1,2,3,2,3,0,8,0,3,OK
950,2.8142,127,414,182,127,55,0,5,0,3,1,1,2,0,4,0,0,2,0,1,OK
951,1.9531,98,323,124,98,26,0,0,0,5,0,0,0,1,21,0,0,2,0,27,OK
952,10.6173,118,728,538,118,420,0,21,0,5,0,5,1,1,1,0,0,2,0,55,OK
953,1.4096,97,269,97,97,0,0,0,0,4,1,1,2,1,5,0,0,2,0,7,OK
954,3.0558,112,459,125,112,13,0,0,0,2,4,3,0,5,2,5,0,6,0,29,OK
955,1.6807,112,273,112,112,0,0,0,0,3,2,7,1,0,0,0,0,7,0,2,OK
956,6.9495,125,682,421,125,296,0,0,0,1,2,5,2,0,6,5,0,2,0,6,OK
957,2.1443,116,314,116,116,0,0,1,0,1,0,1,4,1,2,3,0,4,0,4,OK
958,9.7101,163,949,494,163,331,0,10,0,3,5,2,1,2,7,2,0,4,0,2,OK
959,3.739,115,539,210,115,95,0,2,0,4,3,2,4,1,23,5,0,2,0,7,OK
960,2.6861,114,407,119,114,5,0,0,0,1,15,3,5,0,3,1,0,5,0,30,OK
961,2.81,91,484,94,91,3,0,0,0,0,0,0,2,0,5,3,0,2,0,51,OK
962,4.9978,113,578,341,113,228,0,0,0,3,8,3,1,0,3,2,0,2,0,2,OK
963,2.4937,124,451,124,124,0,0,0,0,5,8,1,2,6,3,2,0,4,0,6,OK
964,3.0884,118,411,118,118,0,0,0,0,10,4,0,2,1,6,1,0,4,0,1,OK
965,1.8186,103,302,111,103,8,0,0,0,3,16,0,2,0,9,0,0,3,0,2,OK
966,2.7701,100,334,100,100,0,0,0,0,4,4,0,0,0,7,0,0,2,0,10,OK
967,3.8251,107,515,243,107,136,0,0,0,8,4,0,1,0,2,1,0,2,0,8,OK
968,3.0191,107,438,107,107,0,0,0,0,3,12,1,3,0,15,0,0,2,0,1,OK
969,3.7958,89,466,89,89,0,0,0,0,0,0,0,0,0,8,7,0,1,0,61,OK
970,2.5372,122,386,122,122,0,0,0,0,7,3,4,2,1,6,0,0,3,0,6,OK
971,4.0315,105,519,194,105,89,0,0,0,1,10,1,2,1,8,7,0,2,0,4,OK
972,2.5589,119,397,119,119,0,0,0,0,4,2,7,1,0,5,3,0,4,0,20,OK
973,4.1002,112,511,214,112,102,0,0,0,4,6,3,0,0,19,1,0,2,0,4,OK
974,3.0213,119,423,119,119,0,0,1,0,6,16,2,1,0,8,0,0,2,0,2,OK
975,1.5117,90,250,90,90,0,0,0,0,2,1,1,1,0,10,0,0,2,0,0,OK
976,2.499,99,382,99,99,0,0,0,0,1,2,0,2,0,2,5,0,4,0,11,OK
977,3.1434,120,461,120,120,0,0,0,0,2,2,3,1,5,3,3,0,6,0,23,OK
978,9.2079,126,928,541,126,415,0,1,0,5,45,3,2,0,3,6,0,3,0,37,OK
979,3.3653,112,444,147,112,35,0,0,0,2,8,1,2,0,6,1,0,4,0,54,OK
980,3.5197,96,372,96,96,0,0,0,0,2,0,0,4,0,10,5,0,3,0,70,OK
981,2.2661,115,358,115,115,0,0,0,0,3,8,3,2,1,5,1,0,4,0,3,OK
982,6.1335,117,631,340,117,223,0,0,0,0,3,1,1,0,10,12,0,4,0,5,OK
983,3.1575,125,463,197,125,72,0,0,0,1,2,4,0,0,3,7,0,2,0,33,OK
984,5.6953,121,629,401,121,280,0,1,0,10,12,2,0,0,0,5,0,2,0,1,OK
985,2.6422,122,390,208,122,86,0,0,0,2,1,1,0,1,3,1,0,2,0,36,OK
986,2.3874,114,383,114,114,0,0,0,0,1,7,3,2,0,17,0,0,2,0,0,OK
987,9.6415,127,603,355,127,228,0,23,0,5,2,1,0,0,1,0,0,2,0,5,OK
988,15.8847,120,1318,1110,120,990,0,4,0,10,15,0,3,0,2,4,0,3,0,26,OK
989,2.6746,133,418,150,133,17,0,0,0,3,10,1,3,0,9,4,0,4,0,0,OK
990,4.394,148,612,222,148,74,0,1,0,0,8,5,1,0,6,11,0,3,0,7,OK
991,2.8261,127,404,127,127,0,0,0,0,13,14,1,2,0,8,0,0,4,0,21,OK
992,2.3028,118,409,134,118,16,0,0,0,4,4,2,2,0,9,0,0,2,0,34,OK
993,2.3908,115,402,115,115,0,0,0,0,2,8,0,3,0,8,0,0,3,0,21,OK
994,3.29,132,478,132,132,0,0,0,0,10,0,4,2,1,4,0,0,2,0,11,OK
995,4.4805,106,418,106,106,0,0,0,0,3,0,0,6,0,8,7,0,4,0,69,OK
996,3.1496,103,407,108,103,5,0,0,0,1,8,0,1,0,8,0,0,2,0,26,OK
997,56.5606,215,3394,2701,484,2486,0,13,0,2,293,1,1,0,22,186,0,2,0,5,OK
998,2.9607,104,363,104,104,0,0,0,0,2,3,0,2,0,8,0,0,2,0,8,OK
999,3.768,107,403,176,107,69,0,1,0,4,1,1,1,0,17,0,0,2,0,0,OK
1000,4.303,107,497,256,107,149,0,0,0,5,2,6,1,0,3,4,0,4,0,6,OK
